Dia;Mes;Año;Fecha;Usuario;Tipo de Transacción;Número Documento;Compresor;Rolitera;Hora Encendido Compresor;Hora Apago Compresor;Horas Funcionamiento;Descripcion;Cantidad;Horas Funcionamiento Corregidas;Kg por Bolsa;Kilos Producidos
30;3;2023;2023-03-30;mreinero;Alta Producción de Hielo;280;C02 - Compresor 2 - 127;R01 - Rolitera 1;32072,55;32075,45;2,900000000001455;ROLITO EN BOLSAS 14 KG;46;2,900000000001455;14;644
31;3;2023;2023-03-31;mreinero;Alta Producción de Hielo;281;C04 - Compresor 4 - 127;R01 - Rolitera 1;1822,87;1831,51;8,6400000000001;ROLITO EN BOLSAS 14 KG;84;8,6400000000001;14;1176
31;3;2023;2023-03-31;mreinero;Alta Producción de Hielo;281;C04 - Compresor 4 - 127;R01 - Rolitera 1;1822,87;1831,51;8,6400000000001;ROLITO EN BOLSAS 2 KG;342;8,6400000000001;2;684
31;3;2023;2023-03-31;mreinero;Alta Producción de Hielo;282;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 14 KG;27;0,0;14;378
31;3;2023;2023-03-31;mreinero;Alta Producción de Hielo;282;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 2 KG;703;0,0;2;1406
31;3;2023;2023-03-31;mreinero;Alta Producción de Hielo;283;C02 - Compresor 2 - 127;R01 - Rolitera 1;32075,45;32078,48;3,029999999998836;ROLITO EN BOLSAS 14 KG;46;3,029999999998836;14;644
1;4;2023;2023-04-01;mreinero;Alta Producción de Hielo;284;C02 - Compresor 2 - 127;R01 - Rolitera 1;32078,48;32083,21;4,729999999999563;ROLITO EN BOLSAS 14 KG;47;4,729999999999563;14;658
1;4;2023;2023-04-01;mreinero;Alta Producción de Hielo;284;C02 - Compresor 2 - 127;R01 - Rolitera 1;32078,48;32083,21;4,729999999999563;ROLITO EN BOLSAS 2 KG;177;4,729999999999563;2;354
1;4;2023;2023-04-01;mreinero;Alta Producción de Hielo;285;C04 - Compresor 4 - 127;R01 - Rolitera 1;1831,51;1834,84;3,3299999999999272;ROLITO EN BOLSAS 14 KG;55;3,3299999999999272;14;770
1;4;2023;2023-04-01;mreinero;Alta Producción de Hielo;286;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 14 KG;8;0,0;14;112
1;4;2023;2023-04-01;mreinero;Alta Producción de Hielo;286;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 2 KG;280;0,0;2;560
3;4;2023;2023-04-03;mreinero;Alta Producción de Hielo;287;C02 - Compresor 2 - 127;R01 - Rolitera 1;32083,21;32094,35;11,139999999999418;ROLITO EN BOLSAS 14 KG;7;11,139999999999418;14;98
3;4;2023;2023-04-03;mreinero;Alta Producción de Hielo;287;C02 - Compresor 2 - 127;R01 - Rolitera 1;32083,21;32094,35;11,139999999999418;ROLITO EN BOLSAS 2 KG;991;11,139999999999418;2;1982
3;4;2023;2023-04-03;mreinero;Alta Producción de Hielo;287;C02 - Compresor 2 - 127;R01 - Rolitera 1;32083,21;32094,35;11,139999999999418;ROLITO EN BOLSAS 7 KG;17;11,139999999999418;7;119
4;4;2023;2023-04-04;mreinero;Alta Producción de Hielo;288;C02 - Compresor 2 - 127;R01 - Rolitera 1;32094,35;32105,59;11,2400000000016;ROLITO EN BOLSAS 14 KG;28;11,2400000000016;14;392
4;4;2023;2023-04-04;mreinero;Alta Producción de Hielo;288;C02 - Compresor 2 - 127;R01 - Rolitera 1;32094,35;32105,59;11,2400000000016;ROLITO EN BOLSAS 2 KG;922;11,2400000000016;2;1844
5;4;2023;2023-04-05;mreinero;Alta Producción de Hielo;289;C02 - Compresor 2 - 127;R01 - Rolitera 1;32105,59;32117,0;11,409999999999854;ROLITO EN BOLSAS 14 KG;83;11,409999999999854;14;1162
5;4;2023;2023-04-05;mreinero;Alta Producción de Hielo;289;C02 - Compresor 2 - 127;R01 - Rolitera 1;32105,59;32117,0;11,409999999999854;ROLITO EN BOLSAS 2 KG;454;11,409999999999854;2;908
5;4;2023;2023-04-05;mreinero;Alta Producción de Hielo;289;C02 - Compresor 2 - 127;R01 - Rolitera 1;32105,59;32117,0;11,409999999999854;ROLITO EN BOLSAS 4 KG;31;11,409999999999854;4;124
5;4;2023;2023-04-05;mreinero;Alta Producción de Hielo;289;C02 - Compresor 2 - 127;R01 - Rolitera 1;32105,59;32117,0;11,409999999999854;ROLITO EN BOLSAS 7 KG;14;11,409999999999854;7;98
6;4;2023;2023-04-06;mreinero;Alta Producción de Hielo;290;C02 - Compresor 2 - 127;R01 - Rolitera 1;32117,0;32128,0;11,0;ROLITO EN BOLSAS 14 KG;102;11,0;14;1428
6;4;2023;2023-04-06;mreinero;Alta Producción de Hielo;290;C02 - Compresor 2 - 127;R01 - Rolitera 1;32117,0;32128,0;11,0;ROLITO EN BOLSAS 2 KG;397;11,0;2;794
6;4;2023;2023-04-06;mreinero;Alta Producción de Hielo;290;C02 - Compresor 2 - 127;R01 - Rolitera 1;32117,0;32128,0;11,0;ROLITO EN BOLSAS 7 KG;2;11,0;7;14
8;4;2023;2023-04-08;mreinero;Alta Producción de Hielo;291;C02 - Compresor 2 - 127;R01 - Rolitera 1;32128,0;32136,64;8,639999999999418;ROLITO EN BOLSAS 14 KG;138;8,639999999999418;14;1932
8;4;2023;2023-04-08;mreinero;Alta Producción de Hielo;292;C04 - Compresor 4 - 127;R01 - Rolitera 1;1834,84;1836,39;1,550000000000182;ROLITO EN BOLSAS 14 KG;28;1,550000000000182;14;392
10;4;2023;2023-04-10;mreinero;Alta Producción de Hielo;293;C04 - Compresor 4 - 127;R01 - Rolitera 1;1836,39;1840,07;3,6799999999998363;ROLITO EN BOLSAS 14 KG;64;3,6799999999998363;14;896
10;4;2023;2023-04-10;mreinero;Alta Producción de Hielo;293;C04 - Compresor 4 - 127;R01 - Rolitera 1;1836,39;1840,07;3,6799999999998363;ROLITO EN BOLSAS 7 KG;1;3,6799999999998363;7;7
10;4;2023;2023-04-10;mreinero;Alta Producción de Hielo;294;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 2 KG;183;0,0;2;366
10;4;2023;2023-04-10;mreinero;Alta Producción de Hielo;294;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 4 KG;45;0,0;4;180
10;4;2023;2023-04-10;mreinero;Alta Producción de Hielo;295;C02 - Compresor 2 - 127;R01 - Rolitera 1;32136,64;32144,05;7,4099999999998545;ROLITO EN BOLSAS 14 KG;109;7,4099999999998545;14;1526
10;4;2023;2023-04-10;mreinero;Alta Producción de Hielo;295;C02 - Compresor 2 - 127;R01 - Rolitera 1;32136,64;32144,05;7,4099999999998545;ROLITO EN BOLSAS 4 KG;1;7,4099999999998545;4;4
11;4;2023;2023-04-11;mreinero;Alta Producción de Hielo;296;C04 - Compresor 4 - 127;R01 - Rolitera 1;1840,07;1850,52;10,450000000000045;ROLITO EN BOLSAS 14 KG;109;10,450000000000045;14;1526
11;4;2023;2023-04-11;mreinero;Alta Producción de Hielo;296;C04 - Compresor 4 - 127;R01 - Rolitera 1;1840,07;1850,52;10,450000000000045;ROLITO EN BOLSAS 2 KG;342;10,450000000000045;2;684
11;4;2023;2023-04-11;mreinero;Alta Producción de Hielo;296;C04 - Compresor 4 - 127;R01 - Rolitera 1;1840,07;1850,52;10,450000000000045;ROLITO EN BOLSAS 7 KG;32;10,450000000000045;7;224
11;4;2023;2023-04-11;mreinero;Alta Producción de Hielo;297;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 14 KG;11;0,0;14;154
11;4;2023;2023-04-11;mreinero;Alta Producción de Hielo;297;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 2 KG;198;0,0;2;396
12;4;2023;2023-04-12;mreinero;Alta Producción de Hielo;298;C02 - Compresor 2 - 127;R01 - Rolitera 1;32144,05;32155,02;10,970000000001164;ROLITO EN BOLSAS 14 KG;65;10,970000000001164;14;910
12;4;2023;2023-04-12;mreinero;Alta Producción de Hielo;298;C02 - Compresor 2 - 127;R01 - Rolitera 1;32144,05;32155,02;10,970000000001164;ROLITO EN BOLSAS 2 KG;631;10,970000000001164;2;1262
13;4;2023;2023-04-13;mreinero;Alta Producción de Hielo;299;C02 - Compresor 2 - 127;R01 - Rolitera 1;32155,02;32166,06;11,040000000000873;ROLITO EN BOLSAS 14 KG;81;11,040000000000873;14;1134
13;4;2023;2023-04-13;mreinero;Alta Producción de Hielo;299;C02 - Compresor 2 - 127;R01 - Rolitera 1;32155,02;32166,06;11,040000000000873;ROLITO EN BOLSAS 2 KG;587;11,040000000000873;2;1174
13;4;2023;2023-04-13;mreinero;Alta Producción de Hielo;299;C02 - Compresor 2 - 127;R01 - Rolitera 1;32155,02;32166,06;11,040000000000873;ROLITO EN BOLSAS 7 KG;1;11,040000000000873;7;7
14;4;2023;2023-04-14;mreinero;Alta Producción de Hielo;300;C02 - Compresor 2 - 127;R01 - Rolitera 1;32166,06;32177,05;10,989999999997963;ROLITO EN BOLSAS 14 KG;104;10,989999999997963;14;1456
14;4;2023;2023-04-14;mreinero;Alta Producción de Hielo;300;C02 - Compresor 2 - 127;R01 - Rolitera 1;32166,06;32177,05;10,989999999997963;ROLITO EN BOLSAS 2 KG;476;10,989999999997963;2;952
15;4;2023;2023-04-15;mreinero;Alta Producción de Hielo;301;C02 - Compresor 2 - 127;R01 - Rolitera 1;32177,05;32181,19;4,139999999999418;ROLITO EN BOLSAS 14 KG;28;4,139999999999418;14;392
15;4;2023;2023-04-15;mreinero;Alta Producción de Hielo;301;C02 - Compresor 2 - 127;R01 - Rolitera 1;32177,05;32181,19;4,139999999999418;ROLITO EN BOLSAS 2 KG;233;4,139999999999418;2;466
15;4;2023;2023-04-15;mreinero;Alta Producción de Hielo;302;C02 - Compresor 2 - 127;R01 - Rolitera 1;32181,19;32183,51;2,319999999999709;ROLITO EN BOLSAS 14 KG;37;2,319999999999709;14;518
17;4;2023;2023-04-17;mreinero;Alta Producción de Hielo;303;C02 - Compresor 2 - 127;R01 - Rolitera 1;32183,53;32184,36;0,8300000000017462;ROLITO EN BOLSAS 14 KG;9;0,8300000000017462;14;126
17;4;2023;2023-04-17;mreinero;Alta Producción de Hielo;304;C02 - Compresor 2 - 127;R01 - Rolitera 1;32184,36;32192,06;7,700000000000728;ROLITO EN BOLSAS 14 KG;67;7,700000000000728;14;938
17;4;2023;2023-04-17;mreinero;Alta Producción de Hielo;304;C02 - Compresor 2 - 127;R01 - Rolitera 1;32184,36;32192,06;7,700000000000728;ROLITO EN BOLSAS 2 KG;351;7,700000000000728;2;702
17;4;2023;2023-04-17;mreinero;Alta Producción de Hielo;305;C04 - Compresor 4 - 127;R01 - Rolitera 1;1850,52;1853,23;2,7100000000000364;ROLITO EN BOLSAS 14 KG;38;2,7100000000000364;14;532
17;4;2023;2023-04-17;mreinero;Alta Producción de Hielo;306;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 14 KG;11;0,0;14;154
17;4;2023;2023-04-17;mreinero;Alta Producción de Hielo;306;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 2 KG;214;0,0;2;428
18;4;2023;2023-04-18;mreinero;Alta Producción de Hielo;307;C02 - Compresor 2 - 127;R01 - Rolitera 1;32192,06;32203,1;11,039999999997235;ROLITO EN BOLSAS 14 KG;76;11,039999999997235;14;1064
18;4;2023;2023-04-18;mreinero;Alta Producción de Hielo;307;C02 - Compresor 2 - 127;R01 - Rolitera 1;32192,06;32203,1;11,039999999997235;ROLITO EN BOLSAS 2 KG;646;11,039999999997235;2;1292
19;4;2023;2023-04-19;mreinero;Alta Producción de Hielo;308;C04 - Compresor 4 - 127;R01 - Rolitera 1;1853,23;1856,39;3,160000000000082;ROLITO EN BOLSAS 14 KG;36;3,160000000000082;14;504
19;4;2023;2023-04-19;mreinero;Alta Producción de Hielo;308;C04 - Compresor 4 - 127;R01 - Rolitera 1;1853,23;1856,39;3,160000000000082;ROLITO EN BOLSAS 2 KG;119;3,160000000000082;2;238
19;4;2023;2023-04-19;mreinero;Alta Producción de Hielo;308;C04 - Compresor 4 - 127;R01 - Rolitera 1;1853,23;1856,39;3,160000000000082;ROLITO EN BOLSAS 7 KG;1;3,160000000000082;7;7
19;4;2023;2023-04-19;mreinero;Alta Producción de Hielo;309;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 2 KG;150;0,0;2;300
19;4;2023;2023-04-19;mreinero;Alta Producción de Hielo;310;C02 - Compresor 2 - 127;R01 - Rolitera 1;32203,1;32210,2;7,100000000002183;ROLITO EN BOLSAS 14 KG;42;7,100000000002183;14;588
19;4;2023;2023-04-19;mreinero;Alta Producción de Hielo;310;C02 - Compresor 2 - 127;R01 - Rolitera 1;32203,1;32210,2;7,100000000002183;ROLITO EN BOLSAS 2 KG;356;7,100000000002183;2;712
19;4;2023;2023-04-19;mreinero;Alta Producción de Hielo;310;C02 - Compresor 2 - 127;R01 - Rolitera 1;32203,1;32210,2;7,100000000002183;ROLITO EN BOLSAS 4 KG;32;7,100000000002183;4;128
19;4;2023;2023-04-19;mreinero;Alta Producción de Hielo;310;C02 - Compresor 2 - 127;R01 - Rolitera 1;32203,1;32210,2;7,100000000002183;ROLITO EN BOLSAS 7 KG;17;7,100000000002183;7;119
20;4;2023;2023-04-20;mreinero;Alta Producción de Hielo;311;C04 - Compresor 4 - 127;R01 - Rolitera 1;1856,39;1857,87;1,4799999999997908;ROLITO EN BOLSAS 14 KG;37;1,4799999999997908;14;518
20;4;2023;2023-04-20;mreinero;Alta Producción de Hielo;312;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 14 KG;11;0,0;14;154
20;4;2023;2023-04-20;mreinero;Alta Producción de Hielo;313;C02 - Compresor 2 - 127;R01 - Rolitera 1;32210,2;32215,51;5,309999999997672;ROLITO EN BOLSAS 2 KG;542;5,309999999997672;2;1084
20;4;2023;2023-04-20;mreinero;Alta Producción de Hielo;314;C02 - Compresor 2 - 127;R01 - Rolitera 1;32215,51;32219,91;4,400000000001455;ROLITO EN BOLSAS 14 KG;56;4,400000000001455;14;784
20;4;2023;2023-04-20;mreinero;Alta Producción de Hielo;314;C02 - Compresor 2 - 127;R01 - Rolitera 1;32215,51;32219,91;4,400000000001455;ROLITO EN BOLSAS 4 KG;33;4,400000000001455;4;132
21;4;2023;2023-04-21;mreinero;Alta Producción de Hielo;315;C02 - Compresor 2 - 127;R01 - Rolitera 1;32219,91;32230,66;10,75;ROLITO EN BOLSAS 14 KG;66;10,75;14;924
21;4;2023;2023-04-21;mreinero;Alta Producción de Hielo;315;C02 - Compresor 2 - 127;R01 - Rolitera 1;32219,91;32230,66;10,75;ROLITO EN BOLSAS 2 KG;726;10,75;2;1452
22;4;2023;2023-04-22;mreinero;Alta Producción de Hielo;316;C02 - Compresor 2 - 127;R01 - Rolitera 1;32230,66;32234,77;4,110000000000582;ROLITO EN BOLSAS 14 KG;16;4,110000000000582;14;224
22;4;2023;2023-04-22;mreinero;Alta Producción de Hielo;316;C02 - Compresor 2 - 127;R01 - Rolitera 1;32230,66;32234,77;4,110000000000582;ROLITO EN BOLSAS 2 KG;230;4,110000000000582;2;460
22;4;2023;2023-04-22;mreinero;Alta Producción de Hielo;317;C02 - Compresor 2 - 127;R01 - Rolitera 1;32234,77;32237,67;2,899999999997817;ROLITO EN BOLSAS 14 KG;48;2,899999999997817;14;672
24;4;2023;2023-04-24;mreinero;Alta Producción de Hielo;318;C02 - Compresor 2 - 127;R01 - Rolitera 1;32237,67;32243,02;5,350000000002183;ROLITO EN BOLSAS 14 KG;38;5,350000000002183;14;532
24;4;2023;2023-04-24;mreinero;Alta Producción de Hielo;318;C02 - Compresor 2 - 127;R01 - Rolitera 1;32237,67;32243,02;5,350000000002183;ROLITO EN BOLSAS 2 KG;301;5,350000000002183;2;602
24;4;2023;2023-04-24;mreinero;Alta Producción de Hielo;319;C02 - Compresor 2 - 127;R01 - Rolitera 1;32243,02;32248,6;5,579999999998108;ROLITO EN BOLSAS 14 KG;81;5,579999999998108;14;1134
25;4;2023;2023-04-25;mreinero;Alta Producción de Hielo;320;C04 - Compresor 4 - 127;R01 - Rolitera 1;1857,87;1859,23;1,3600000000001273;ROLITO EN BOLSAS 14 KG;20;1,3600000000001273;14;280
25;4;2023;2023-04-25;mreinero;Alta Producción de Hielo;321;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 14 KG;11;0,0;14;154
25;4;2023;2023-04-25;mreinero;Alta Producción de Hielo;321;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 2 KG;73;0,0;2;146
25;4;2023;2023-04-25;mreinero;Alta Producción de Hielo;322;C02 - Compresor 2 - 127;R01 - Rolitera 1;32248,6;32254,52;5,920000000001892;ROLITO EN BOLSAS 14 KG;10;5,920000000001892;14;140
25;4;2023;2023-04-25;mreinero;Alta Producción de Hielo;322;C02 - Compresor 2 - 127;R01 - Rolitera 1;32248,6;32254,52;5,920000000001892;ROLITO EN BOLSAS 2 KG;560;5,920000000001892;2;1120
25;4;2023;2023-04-25;mreinero;Alta Producción de Hielo;323;C02 - Compresor 2 - 127;R01 - Rolitera 1;32254,52;32258,23;3,709999999999127;ROLITO EN BOLSAS 14 KG;66;3,709999999999127;14;924
26;4;2023;2023-04-26;mreinero;Alta Producción de Hielo;324;C04 - Compresor 4 - 127;R01 - Rolitera 1;1859,23;1865,5;6,269999999999982;ROLITO EN BOLSAS 14 KG;56;6,269999999999982;14;784
26;4;2023;2023-04-26;mreinero;Alta Producción de Hielo;324;C04 - Compresor 4 - 127;R01 - Rolitera 1;1859,23;1865,5;6,269999999999982;ROLITO EN BOLSAS 2 KG;294;6,269999999999982;2;588
26;4;2023;2023-04-26;mreinero;Alta Producción de Hielo;325;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 14 KG;24;0,0;14;336
26;4;2023;2023-04-26;mreinero;Alta Producción de Hielo;325;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 2 KG;437;0,0;2;874
26;4;2023;2023-04-26;mreinero;Alta Producción de Hielo;325;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 4 KG;39;0,0;4;156
26;4;2023;2023-04-26;mreinero;Alta Producción de Hielo;326;C02 - Compresor 2 - 127;R01 - Rolitera 1;32258,23;32262,88;4,650000000001455;ROLITO EN BOLSAS 14 KG;37;4,650000000001455;14;518
26;4;2023;2023-04-26;mreinero;Alta Producción de Hielo;326;C02 - Compresor 2 - 127;R01 - Rolitera 1;32258,23;32262,88;4,650000000001455;ROLITO EN BOLSAS 2 KG;234;4,650000000001455;2;468
27;4;2023;2023-04-27;mreinero;Alta Producción de Hielo;327;C02 - Compresor 2 - 127;R01 - Rolitera 1;32262,88;32272,22;9,340000000000146;ROLITO EN BOLSAS 14 KG;78;9,340000000000146;14;1092
27;4;2023;2023-04-27;mreinero;Alta Producción de Hielo;327;C02 - Compresor 2 - 127;R01 - Rolitera 1;32262,88;32272,22;9,340000000000146;ROLITO EN BOLSAS 2 KG;354;9,340000000000146;2;708
27;4;2023;2023-04-27;mreinero;Alta Producción de Hielo;327;C02 - Compresor 2 - 127;R01 - Rolitera 1;32262,88;32272,22;9,340000000000146;ROLITO EN BOLSAS 7 KG;23;9,340000000000146;7;161
28;4;2023;2023-04-28;mreinero;Alta Producción de Hielo;328;C02 - Compresor 2 - 127;R01 - Rolitera 1;32272,22;32276,12;3,899999999997817;ROLITO EN BOLSAS 14 KG;30;3,899999999997817;14;420
28;4;2023;2023-04-28;mreinero;Alta Producción de Hielo;328;C02 - Compresor 2 - 127;R01 - Rolitera 1;32272,22;32276,12;3,899999999997817;ROLITO EN BOLSAS 2 KG;174;3,899999999997817;2;348
28;4;2023;2023-04-28;mreinero;Alta Producción de Hielo;329;C02 - Compresor 2 - 127;R01 - Rolitera 1;32276,12;32278,45;2,3300000000017462;ROLITO EN BOLSAS 14 KG;37;2,3300000000017462;14;518
29;4;2023;2023-04-29;mreinero;Alta Producción de Hielo;330;C02 - Compresor 2 - 127;R01 - Rolitera 1;32278,45;32280,06;1,610000000000582;ROLITO EN BOLSAS 14 KG;21;1,610000000000582;14;294
29;4;2023;2023-04-29;mreinero;Alta Producción de Hielo;331;C02 - Compresor 2 - 127;R01 - Rolitera 1;32280,06;32282,51;2,4499999999970896;ROLITO EN BOLSAS 14 KG;36;2,4499999999970896;14;504
29;4;2023;2023-04-29;mreinero;Alta Producción de Hielo;331;C02 - Compresor 2 - 127;R01 - Rolitera 1;32280,06;32282,51;2,4499999999970896;ROLITO EN BOLSAS 7 KG;18;2,4499999999970896;7;126
2;5;2023;2023-05-02;mreinero;Alta Producción de Hielo;332;C02 - Compresor 2 - 127;R01 - Rolitera 1;32282,51;32290,15;7,640000000003056;ROLITO EN BOLSAS 14 KG;76;7,640000000003056;14;1064
2;5;2023;2023-05-02;mreinero;Alta Producción de Hielo;332;C02 - Compresor 2 - 127;R01 - Rolitera 1;32282,51;32290,15;7,640000000003056;ROLITO EN BOLSAS 2 KG;294;7,640000000003056;2;588
3;5;2023;2023-05-03;mreinero;Alta Producción de Hielo;333;C04 - Compresor 4 - 127;R01 - Rolitera 1;1865,5;1868,87;3,369999999999891;ROLITO EN BOLSAS 14 KG;25;3,369999999999891;14;350
3;5;2023;2023-05-03;mreinero;Alta Producción de Hielo;333;C04 - Compresor 4 - 127;R01 - Rolitera 1;1865,5;1868,87;3,369999999999891;ROLITO EN BOLSAS 2 KG;217;3,369999999999891;2;434
3;5;2023;2023-05-03;mreinero;Alta Producción de Hielo;334;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 14 KG;12;0,0;14;168
3;5;2023;2023-05-03;mreinero;Alta Producción de Hielo;334;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 2 KG;299;0,0;2;598
3;5;2023;2023-05-03;mreinero;Alta Producción de Hielo;335;C02 - Compresor 2 - 127;R01 - Rolitera 1;32290,15;32297,87;7,719999999997526;ROLITO EN BOLSAS 14 KG;117;7,719999999997526;14;1638
3;5;2023;2023-05-03;mreinero;Alta Producción de Hielo;335;C02 - Compresor 2 - 127;R01 - Rolitera 1;32290,15;32297,87;7,719999999997526;ROLITO EN BOLSAS 2 KG;61;7,719999999997526;2;122
4;5;2023;2023-05-04;mreinero;Alta Producción de Hielo;336;C02 - Compresor 2 - 127;R01 - Rolitera 1;32297,87;32305,44;7,569999999999709;ROLITO EN BOLSAS 14 KG;68;7,569999999999709;14;952
4;5;2023;2023-05-04;mreinero;Alta Producción de Hielo;336;C02 - Compresor 2 - 127;R01 - Rolitera 1;32297,87;32305,44;7,569999999999709;ROLITO EN BOLSAS 2 KG;300;7,569999999999709;2;600
4;5;2023;2023-05-04;mreinero;Alta Producción de Hielo;336;C02 - Compresor 2 - 127;R01 - Rolitera 1;32297,87;32305,44;7,569999999999709;ROLITO EN BOLSAS 4 KG;34;7,569999999999709;4;136
4;5;2023;2023-05-04;mreinero;Alta Producción de Hielo;337;C04 - Compresor 4 - 127;R01 - Rolitera 1;1868,87;1872,48;3,6100000000001273;ROLITO EN BOLSAS 14 KG;39;3,6100000000001273;14;546
4;5;2023;2023-05-04;mreinero;Alta Producción de Hielo;337;C04 - Compresor 4 - 127;R01 - Rolitera 1;1868,87;1872,48;3,6100000000001273;ROLITO EN BOLSAS 2 KG;114;3,6100000000001273;2;228
4;5;2023;2023-05-04;mreinero;Alta Producción de Hielo;338;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 14 KG;12;0,0;14;168
4;5;2023;2023-05-04;mreinero;Alta Producción de Hielo;338;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 2 KG;292;0,0;2;584
5;5;2023;2023-05-05;mreinero;Alta Producción de Hielo;339;C04 - Compresor 4 - 127;R01 - Rolitera 1;1872,48;1875,89;3,410000000000082;ROLITO EN BOLSAS 14 KG;30;3,410000000000082;14;420
5;5;2023;2023-05-05;mreinero;Alta Producción de Hielo;339;C04 - Compresor 4 - 127;R01 - Rolitera 1;1872,48;1875,89;3,410000000000082;ROLITO EN BOLSAS 2 KG;118;3,410000000000082;2;236
5;5;2023;2023-05-05;mreinero;Alta Producción de Hielo;340;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 14 KG;38;0,0;14;532
5;5;2023;2023-05-05;mreinero;Alta Producción de Hielo;340;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 2 KG;70;0,0;2;140
5;5;2023;2023-05-05;mreinero;Alta Producción de Hielo;341;C02 - Compresor 2 - 127;R01 - Rolitera 1;32305,44;32313,08;7,640000000003056;ROLITO EN BOLSAS 14 KG;129;7,640000000003056;14;1806
6;5;2023;2023-05-06;mreinero;Alta Producción de Hielo;342;C02 - Compresor 2 - 127;R01 - Rolitera 1;32313,08;32321,98;8,899999999997817;ROLITO EN BOLSAS 14 KG;91;8,899999999997817;14;1274
6;5;2023;2023-05-06;mreinero;Alta Producción de Hielo;342;C02 - Compresor 2 - 127;R01 - Rolitera 1;32313,08;32321,98;8,899999999997817;ROLITO EN BOLSAS 2 KG;363;8,899999999997817;2;726
8;5;2023;2023-05-08;mreinero;Alta Producción de Hielo;343;C02 - Compresor 2 - 127;R01 - Rolitera 1;32321,98;32325,52;3,540000000000873;ROLITO EN BOLSAS 14 KG;19;3,540000000000873;14;266
8;5;2023;2023-05-08;mreinero;Alta Producción de Hielo;343;C02 - Compresor 2 - 127;R01 - Rolitera 1;32321,98;32325,52;3,540000000000873;ROLITO EN BOLSAS 2 KG;236;3,540000000000873;2;472
8;5;2023;2023-05-08;mreinero;Alta Producción de Hielo;344;C02 - Compresor 2 - 127;R01 - Rolitera 1;32325,52;32329,09;3,569999999999709;ROLITO EN BOLSAS 14 KG;18;3,569999999999709;14;252
8;5;2023;2023-05-08;mreinero;Alta Producción de Hielo;344;C02 - Compresor 2 - 127;R01 - Rolitera 1;32325,52;32329,09;3,569999999999709;ROLITO EN BOLSAS 2 KG;237;3,569999999999709;2;474
8;5;2023;2023-05-08;mreinero;Alta Producción de Hielo;345;C04 - Compresor 4 - 127;R01 - Rolitera 1;1875,89;1879,37;3,479999999999791;ROLITO EN BOLSAS 2 KG;349;3,479999999999791;2;698
9;5;2023;2023-05-09;mreinero;Alta Producción de Hielo;346;C04 - Compresor 4 - 127;R01 - Rolitera 1;1879,37;1883,35;3,980000000000018;ROLITO EN BOLSAS 14 KG;58;3,980000000000018;14;812
9;5;2023;2023-05-09;mreinero;Alta Producción de Hielo;346;C04 - Compresor 4 - 127;R01 - Rolitera 1;1879,37;1883,35;3,980000000000018;ROLITO EN BOLSAS 2 KG;54;3,980000000000018;2;108
9;5;2023;2023-05-09;mreinero;Alta Producción de Hielo;347;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 14 KG;23;0,0;14;322
